"nombre_color","nombre_set","set_num"
Trans-Green,Solar Snooper,"6957-1"
Trans-Green,Pirate Code,"3840-1"
Trans-Green,Ramses Return,"3855-1"
Trans-Green,Doctor Strange's Sanctum Sanctorum,"76060-1"
Trans-Green,XL Creative Brick Box,"10654-1"
Trans-Green,Coast Guard Patrol,"60014-1"
Trans-Green,Monthly Mini Model Build November 2014 - Rocket,"40103-1"
Trans-Green,Dino Defense HQ,"5887-1"
Trans-Green,Airport Air Show,"60103-1"
Trans-Green,Spider-Man: Ghost Rider Team-up,"76058-1"
Trans-Green,Cole's Power Drill,"70502-1"
Trans-Green,Arctic Helicrane,"60034-1"
Trans-Green,Fairy Island,"5861-1"
Trans-Green,Jungle Duel,"7624-1"
Trans-Green,Battle for Ninjago City,"70728-1"
Trans-Green,Aircraft,"8434-1"
Trans-Green,Advent Calendar 1999 (Day  7) Plane,"1076-8"
Trans-Green,Crooks Island,"60131-1"
Trans-Green,Hurricane Harbor,"6338-1"
Trans-Green,Dragon Fly,"2147-1"
Trans-Green,King's Carriage Ambush,"7188-1"
Trans-Green,FIRST LEGO League Challenge 2013 - Nature's Fury,"9664-1"
Trans-Green,Mission 4: Speedboat Rescue,"8633-1"
Trans-Green,Fire Boat,"7207-1"
Trans-Green,Slimer Fun Pack,"71241-1"
Trans-Green,MT-201 Ultra-Drill Walker,"7649-1"
Trans-Green,Supply Ship,"8839-1"
Trans-Green,Beach Rescue Chopper,"6342-1"
Trans-Green,Big Rig Snow Getaway,"79116-1"
Trans-Green,Construct-a-Buzz,"7592-1"
Trans-Green,Forest Police Station,"4440-1"
Trans-Green,Heroes of Justice: Sky High Battle,"76046-1"
Trans-Green,Prehistoric Creatures,"4507-1"
Trans-Green,Fun Fair,"6547-1"
Trans-Green,Space Spider,"2964-1"
Trans-Green,F1 Hauler,"6484-1"
Trans-Green,Cargo Heliplane,"60021-1"
Trans-Green,The Enchanted Garden,"5834-1"
Trans-Green,Water Jet,"6517-1"
Trans-Green,Vacation Getaways,"31052-1"
Trans-Green,Ragana’s Magic Shadow Castle,"41180-1"
Trans-Green,Batman: Defend the Batcave,"10672-1"
Trans-Green,Creator Community Builders,"9302-1"
Trans-Green,Viking Line Ferry,"1656-2"
Trans-Green,Spider-Trike vs. Electro,"76014-1"
Trans-Green,Inter-Galactic Command Base,"6971-1"
Trans-Green,Control System Building Set,"9702-1"
Trans-Green,Mobile Ground Tracking Station,"452-1"
Trans-Green,Deep Sea Operation Base,"60096-1"
Trans-Green,Invader,"6894-1"
Trans-Green,Aircraft and Ground Crew,"2532-1"
Trans-Green,MUJI Animal / Vehicle Set,e1a1402-1
Trans-Green,Painting Easter Eggs,"40121-1"
Trans-Green,Hydro Crystalization Station,"6199-1"
Trans-Green,Spider-Man's Train Rescue,"4855-1"
Trans-Green,Bullet Run,"8147-1"
Trans-Green,Service Station,"7993-1"
Trans-Green,Special Elements for Cities and Transportation Set,"970671-1"
Trans-Green,Millimy the Fairy,"5801-1"
Trans-Green,Winter Toy Shop,"10249-1"
Trans-Green,Ehlek,"8920-1"
Trans-Green,Try Bird,"1191-1"
Trans-Green,MB-01 Eagle Command Base,"7690-1"
Trans-Green,Fire Station,"7240-1"
Trans-Green,Superman: Black Zero Escape,"76009-1"
Trans-Green,Coastwatch,"6433-1"
Trans-Green,Aircraft and Boat,"2769-1"
Trans-Green,Airport Passenger Terminal,"60104-1"
Trans-Green,Fire Boat,"4025-1"
Trans-Green,Advent Calendar 2006 City (Day  8) Hospital Bed with IV Stand,"7904-9"
Trans-Green,Jay's Electromech,"70754-1"
Trans-Green,Twin Spin Helicopter,"31049-1"
Trans-Green,Majisto's Tower,"1906-1"
Trans-Green,Yoda's Jedi Starfighter,"75168-1"
Trans-Green,Stormer 3.0,"2145-1"
Trans-Green,Stunt Plane,"60019-1"
Trans-Green,Toxikita's Toxic Meltdown,"70163-1"
Trans-Green,Lava Falls,"70753-1"
Trans-Green,Sabah Promotional Set: Boat,"1778-1"
Trans-Green,Police Headquarters,"6636-1"
Trans-Green,Swing Set,"2555-1"
Trans-Green,"MERCEDES AMG PETRONAS Formula One"" Team","75883-1"
Trans-Green,Transparent Bricks,"5176-1"
Trans-Green,Arctic Scout,"30310-1"
Trans-Green,Wiz the Wizard,"1746-1"
Trans-Green,Surfers' Paradise,"5847-1"
Trans-Green,Rig Racers,"6424-1"
Trans-Green,High-speed Chase,"60138-1"
Trans-Green,Alien Moon Stalker,"6940-1"
Trans-Green,Jungle Mobile Lab,"60160-1"
Trans-Green,Stena Line Ferry,"1054-1"
Trans-Green,Passenger Plane - EL AL Version,"4032-3"
Trans-Green,Caverns of Nathuz,"3859-1"
Trans-Green,Extreme Wheelie,"8164-1"
Trans-Green,Seaplane,"3178-1"
Trans-Green,Solar Power Transporter,"6952-1"
Trans-Green,Mini Rocket Launcher,"6452-1"
Trans-Green,Deluxe Brick Box,"5508-1"
Trans-Green,Fast Track Finish,"6337-1"
Trans-Green,Creative Suitcase,"10682-1"
Trans-Green,Emergency Treatment Center,"6380-1"
Trans-Green,Micro-Scale Space Cruiser,"11910-1"
Trans-Green,King Leo's Castle,"6098-1"
Trans-Green,Aircraft,"1774-1"
Trans-Light Blue,Night Patroller,"6430-1"
Trans-Light Blue,Vet Ambulance,"41086-1"
Trans-Light Blue,Arctic Icebreaker,"60062-1"
Trans-Light Blue,Droid Escape Pod,"75136-1"
Trans-Light Blue,Batgirl Batjet Chase,"41230-1"
Trans-Light Blue,Aquad,"41564-1"
Trans-Light Blue,Jungle Bridge Rescue,"41036-1"
Trans-Light Blue,Cabin Cruiser,"4011-1"
Trans-Light Blue,Equila's Ultra Striker,"70013-1"
Trans-Light Blue,Rescue from the Merpeople,"4762-1"
Trans-Light Blue,Auto Pod (Polybag),"4347-2"
Trans-Light Blue,Rescue Truck,"8454-1"
Trans-Light Blue,My Starry Notes,"7526-1"
Trans-Light Blue,Lion Legend Beast,"70123-1"
Trans-Light Blue,Railway Express with Transformer and Speed Regulator,"4561-1"
Trans-Light Blue,Spinlyn's Cavern,"70133-1"
Trans-Light Blue,Weetabix Town House,"1484-1"
Trans-Light Blue,Mini Cooper,"10242-1"
Trans-Light Blue,Blaze Responder,"6429-1"
Trans-Light Blue,Free 500 LEGO Bricks (Bonus box and its contents only),"4679b-2"
Trans-Light Blue,Stephanie's New Born Lamb,"41029-1"
Trans-Light Blue,Car Stunt Studio,"1353-1"
Trans-Light Blue,Midi-Scale Millennium Falcon,"7778-1"
Trans-Light Blue,Target Practice,"70101-1"
Trans-Light Blue,Scorm's Scorpion Stinger,"70132-1"
Trans-Light Blue,"Nesquik Promotional Set: Quicky the Bunny, Director, Cameraman and Car","4049-1"
Trans-Light Blue,Tuner Garage,"8681-1"
Trans-Light Blue,Airport Security Squad,"1475-1"
Trans-Light Blue,Seabed Strider,"7977-1"
Trans-Light Blue,Elsa's Sparkling Ice Castle,"41062-1"
Trans-Light Blue,SURGE & ROCKA Combat Machine,"44028-1"
Trans-Light Blue,Duplo Airport Rescue Truck,"7844-1"
Trans-Light Blue,Outback Racer,"6550-1"
Trans-Light Blue,McDonald's Restaurant,"3438-1"
Trans-Light Blue,Mia's Roadster,"41091-1"
Trans-Light Blue,Yeti's Hideout,"7412-1"
Trans-Light Blue,Umbaran MHC (Mobile Heavy Cannon),"75013-1"
Trans-Light Blue,Advent Calendar 2004 Clikits (Day 12) Necklace,"7575-13"
Trans-Light Blue,Bikini Bottom Undersea Party,"3818-1"
Trans-Light Blue,Pursuit Squad,"6354-1"
Trans-Light Blue,Pirate Code,"3840-1"
Trans-Light Blue,Gorzan’s Gorilla Striker,"70008-1"
Trans-Light Blue,"Ready, Steady Build, and Race","5483-1"
Trans-Light Blue,Story Mixer,"50004-1"
Trans-Light Blue,The Lonely Mountain,"79018-1"
Trans-Light Blue,Grumlo Promo Minifigure,LOC114-1
Trans-Light Blue,Fire Boat,"7207-1"
Trans-Light Blue,Olaf's Summertime Fun,"30397-1"
Trans-Light Blue,Aircraft,"1774-1"
Trans-Light Blue,Mighty Micros: The Flash™ vs. Captain Cold™,"76063-1"
Trans-Light Blue,Off-Road Fire Rescue,"7942-1"
Trans-Light Blue,Atlantis Treasure,"3851-1"
Trans-Light Blue,Medium Bucket,"4055-1"
Trans-Light Blue,Mr. Freeze Ice Attack,"70901-1"
Trans-Light Blue,Rescue-I Helicopter,"6697-1"
Trans-Light Blue,Freight Loading Station,"4557-1"
Trans-Light Blue,Andrea's Musical Duet,"41309-1"
Trans-Light Blue,Sparratus' Spider Stalker,"70130-1"
Trans-Light Blue,The Flying Flusher,"70811-1"
Trans-Light Blue,LEGO® DIMENSIONS™ Wonder Woman Fun Pack,"71209-1"
Trans-Light Blue,Race Car,"1517-1"
Trans-Light Blue,CHI Vardy,"70210-1"
Trans-Light Blue,Republic Attack Shuttle,"8019-1"
Trans-Light Blue,Parking Gate Attendant,"2881-1"
Trans-Light Blue,The Batcycle: Harley Quinn's Hammer Truck,"7886-1"
Trans-Light Blue,Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],C8509-5
Trans-Light Blue,Romantic Valentine Picnic,"40236-1"
Trans-Light Blue,Telephone Repair,"6422-1"
Trans-Light Blue,Harley Quinn to the rescue,"41231-1"
Trans-Light Blue,Arctic Base Camp,"60036-1"
Trans-Light Blue,LEGO® City Advent Calendar 2015,"60099-1"
Trans-Light Blue,Polar Scout,"6586-1"
Trans-Light Blue,F1 Hauler,"6484-1"
Trans-Light Blue,Volcano Heavy-Lift Helicopter,"60125-1"
Trans-Light Blue,Splasho,"41563-1"
Trans-Light Blue,Highway Construction,"6600-2"
Trans-Light Blue,Bank & Money Transfer,"3661-1"
Trans-Light Blue,Police Pursuit,"60128-1"
Trans-Light Blue,The Water Dragon Adventure,"41172-1"
Trans-Light Blue,Krennics Imperial Shuttle Microfighter,"75163-1"
Trans-Light Blue,X-wing Fighter,"7140-1"
Trans-Light Blue,Basic Building Set,"4122-1"
Trans-Light Blue,Lewa Uniter of Jungle,"71305-1"
Trans-Light Blue,Airport Passenger Terminal,"60104-1"
Trans-Light Blue,"Dragon Sculpture, Olli the Dragon holding sign (Legoland Deutschland)",LLOlli-1
Trans-Light Blue,"Santa Fe Cars - Set II (dining, observation, or sleeping car)","10022-1"
Trans-Light Blue,Deep Sea Treasure Hunter,"7770-1"
Trans-Light Blue,Hogwarts,"4867-1"
Trans-Light Blue,"Dragon Sculpture, Ollie, the little dragon from Castleland (Legoland Billund)","4189224-1"
Trans-Light Blue,Basic Building Set,"735-1"
Trans-Light Blue,"AT-AT, blue box","4483-2"
Trans-Light Blue,LEGO® Star Wars™ Advent Calendar,"75097-1"
Trans-Light Blue,Eagle Stunt Flyer,"6615-1"
Trans-Light Blue,Marina,"4644-1"
Trans-Light Blue,Rapunzel's Best Day Ever,"41065-1"
Trans-Light Blue,Head Wear,"5318-1"
Trans-Light Blue,Dark Side Developers Kit,"9754-1"
Trans-Light Blue,Shell Tanker,"1252-1"
Trans-Light Blue,Legends Of Chima,"50006-1"
Trans-Light Blue,Twisted Time Train,"6497-1"
Trans-Light Blue,Rescue Helicopter,"6482-1"
Trans-Light Blue,Toa Lewa,"8686-1"
Trans-Light Blue,Rescue Runabout,"6511-1"
Trans-Light Blue,Turbo Track Racer,"31070-1"
Trans-Light Blue,Small Bucket,"4285-1"
Trans-Light Blue,Ice Ramp Racers,"4579-1"
Trans-Light Blue,Groovy Friends Gems,"4875-1"
Trans-Light Blue,Protector of Ice,"70782-1"
Trans-Light Blue,Fire Temple,"2507-1"
Trans-Light Blue,Motor Boat,"1632-1"
Trans-Light Blue,Ariel's Dolphin Carriage,"10723-1"
Trans-Light Blue,AT-TE Walker,"7675-1"
Trans-Light Blue,Advent Calendar 2004 Clikits (Day 22) Paper Clip / Hair Clip,"7575-23"
Trans-Light Blue,Dragon's Forge,"70627-1"
Trans-Light Blue,Frost,"8511-1"
Trans-Light Blue,Scary Shop,FR561610-1
Trans-Light Blue,Republic Swamp Speeder - Limited Edition,"8091-1"
Trans-Light Blue,Sky Joust,"70114-1"
Trans-Light Blue,Forest Police Station,"4440-1"
Trans-Light Blue,"Rebel Snowspeeder (redesign), Original Trilogy Edition box","4500-2"
Trans-Light Blue,Captain Rex’s AT-TE,"75157-1"
Trans-Light Blue,Community Services Set,"9209-1"
Trans-Light Blue,Fire Starter Set,"60106-1"
Trans-Light Blue,Evacuation Team,"1656-1"
Trans-Light Blue,Race Car Repair,"1518-1"
Trans-Light Blue,Kohrak Va,"8551-1"
Trans-Light Blue,Radio Control Racer,"5599-1"
Trans-Light Blue,Van,"1742-1"
Trans-Light Blue,Airport VIP Service,"60102-1"
Trans-Light Blue,Batboat Harbor Pursuit,"76034-1"
Trans-Light Blue,Stock Car,"6634-1"
Trans-Light Blue,LEGO Brand Store Opening Set,"40145-1"
Trans-Light Blue,Fire Ladder Truck,"60107-1"
Trans-Light Blue,Money Transporter,"60142-1"
Trans-Light Blue,Ferry,"60119-1"
Trans-Light Blue,Heartlake Summer Pool,"41313-1"
Trans-Light Blue,Iron Man vs Loki,"10721-1"
Trans-Light Blue,Advent Calendar 2011 Star Wars (Day 20) - TIE Fighter,"7958-21"
Trans-Light Blue,Wonder Woman Dorm,"41235-1"
Trans-Light Blue,Penguin Ice Slide,"561501-1"
Trans-Light Blue,Tri-motorbike,"1249-1"
Trans-Light Blue,Adventure Time™,"21308-1"
Trans-Light Blue,Dacta Space Theme Set,"9355-1"
Trans-Light Blue,Sceneries Set,"9385-1"
Trans-Light Blue,Cargo Railway,"4559-1"
Trans-Light Blue,Monthly Mini Model Build March 2015 - Robot,"40128-1"
Trans-Light Blue,Heartlake Skate Park,"41099-1"
Trans-Light Blue,LEGO® DIMENSIONS™ Wii U™ Starter Pack,"71174-1"
Trans-Light Blue,Jango Fett's Slave I,"7153-1"
Trans-Light Blue,Emma's Splash Pool,"3931-1"
Trans-Light Blue,The Disney Castle,"71040-1"
Trans-Light Blue,Razar’s CHI Raider,"70012-2"
Trans-Light Blue,Patrol Car,"1247-1"
Trans-Light Blue,MTT,"75058-1"
Trans-Light Blue,"4-Wheelin' Truck","6641-1"
Trans-Light Blue,Buggy,"4067-1"
Trans-Light Blue,Basic Bricks - Deluxe,"6176-1"
Trans-Light Blue,Power Pitstop,"6467-1"
Trans-Light Blue,Auto Pod (Toy Fair Nuernberg Promotion),"4347-3"
Trans-Light Blue,Mighty Micros: Batman vs. Killer Moth,"76069-1"
Trans-Light Blue,Off-Road Fire Truck & Fireboat,"7213-1"
Trans-Light Blue,MUJI Sea Set,"8785476-1"
Trans-Light Blue,Americas Bus,"3406-1"
Trans-Light Blue,Slumbo,"41509-1"
Trans-Light Blue,Legends of Chima Minifigure Accessory Set,"850779-1"
Trans-Light Blue,Winter Village Market [Initial Release],"10235-1"
Trans-Light Blue,Passenger Plane - ANA Version,"3181-2"
Trans-Light Blue,Jungle Mobile Lab,"60160-1"
Trans-Light Blue,Baby Zoo,"4962-1"
Trans-Light Blue,Vermin Vaporizer,"70704-1"
Trans-Light Blue,Mrs. Puff's Boating School,"4982-1"
Trans-Light Blue,Fire Helicopter,"7238-1"
Trans-Light Blue,Police Dog Unit,"60048-1"
Trans-Light Blue,Daredevil Flight Squad,"6582-1"
Trans-Light Blue,Surgeon - Complete Set,"8827-11"
Trans-Light Blue,Merida’s Highland Games,"41051-1"
Trans-Light Blue,Krog,"41539-1"
Trans-Light Blue,"24-in-1 Holiday Countdown","40222-1"
Trans-Light Blue,Hoth Echo Base,"7879-1"
Trans-Light Blue,Flora's Bubbling Bath,"5837-1"
Trans-Light Blue,Ezra's Speeder Bike,"75090-1"
Trans-Light Blue,"MERCEDES AMG PETRONAS Formula One"" Team","75883-1"
Trans-Light Blue,Banana Bash,"70136-1"
Trans-Light Blue,Eclipse Fighter,"75145-1"
Trans-Light Blue,Croc Chomp,"70112-1"
Trans-Light Blue,Leonidas' Jungle Dragster,"30253-1"
Trans-Light Blue,Black Bus,"3404-1"
Trans-Light Blue,Coast Guard Patrol Boat and Tower,"7739-1"
Trans-Light Blue,Movie Backdrop Studio,"1351-1"
Trans-Light Blue,The Durmstrang Ship,"4768-1"
Trans-Light Blue,Hero Factory Villain Promo,"40117-1"
Trans-Light Blue,Digger,"10666-1"
Trans-Light Blue,Clone Turbo Tank (with Non-Light-Up Mace Windu),"7261-2"
Trans-Light Blue,Shuttle Expedition,"10231-1"
Trans-Light Blue,Cargo Center,"6330-1"
Trans-Light Blue,Olivia's Speedboat,"3937-1"
Trans-Light Blue,LEGO Truck [Lego Toy Fair 1998 25th Anniversary Edition],"2148-2"
Trans-Light Blue,Stay Puft Fun Pack,"71233-1"
Trans-Light Blue,Car Project Set,"970674-1"
Trans-Light Blue,Midi-Scale Imperial Star Destroyer,"8099-1"
Trans-Light Blue,Anakin's Jedi Intercepter,"30244-1"
Trans-Light Blue,Royal Roost,"70108-1"
Trans-Light Blue,Sandcrawler,"75059-1"
Trans-Light Blue,Small Satellite,"30016-1"
Trans-Light Blue,Eagles’ Castle,"70011-1"
Trans-Light Blue,Diesel Daredevil,"6669-1"
Trans-Light Blue,Bladvic's Rumble Bear,"70225-1"
Trans-Light Blue,Police Rescue Boat,"4010-1"
Trans-Light Blue,Prison Island,"60130-1"
Trans-Light Blue,Kanan Jarrus foilpack,SW911719-1
Trans-Light Blue,Wave Jump Racers,"6334-1"
Trans-Light Blue,Collectible Display Set 6 - San Diego Comic-Con 2009 Exclusive,comcon009-1
Trans-Light Blue,Mobile Car Crane,"1489-1"
Trans-Light Blue,Airport Container Truck,"1772-1"
Trans-Light Blue,Fountain of Youth,"4192-1"
Trans-Light Blue,Ragana’s Magic Shadow Castle,"41180-1"
Trans-Light Blue,Enki the Panther,EL241501-1
Trans-Light Blue,Spinosaurus Attack Studio,"1371-1"
Trans-Light Blue,Off-Road Vehicle and Jet Scooter,"7737-1"
Trans-Light Blue,Deluxe Train Set,"5609-1"
Trans-Light Blue,Mobile Command Unit,"6676-1"
Trans-Light Blue,BuildToExpress Set,"9331-1"
Trans-Light Blue,CyberMaster,"8482-1"
Trans-Light Blue,Ariel’s Amazing Treasures,"41050-1"
Trans-Light Blue,Encounter on Jakku,"75148-1"
Trans-Light Blue,Advent Calendar 2004 Clikits (Day 13) Hair Band,"7575-14"
Trans-Light Blue,Iron Man: Detroit Steel Strikes,"76077-1"
Trans-Light Blue,Never Land Hideout,"10513-1"
Trans-Light Blue,Heartlake Pet Salon,"41007-1"
Trans-Light Blue,Razcal's Double-Crosser,"30254-1"
Trans-Light Blue,Shuttle Transcon 2,"6544-1"
Trans-Light Blue,Fountain,"40221-1"
Trans-Light Blue,Obi-Wan's Jedi Interceptor,"75135-1"
Trans-Light Blue,Doll House,"5940-1"
Trans-Light Blue,Fire Fighter Building Set,"6191-1"
Trans-Light Blue,Squid Ammo,"8934-1"
Trans-Light Blue,Andrea's Beach Lounge,"30114-1"
Trans-Light Blue,Mobile Command Center,"60139-1"
Trans-Light Blue,Package Pick-Up,"6325-1"
Trans-Light Blue,Adventure Camp Rafting,"41121-1"
Trans-Light Blue,Silver Champion / Formula 1 Racer,"8458-1"
Trans-Light Blue,Sea Jet,"5521-1"
Trans-Light Blue,My First Zoo,"6136-1"
Trans-Light Blue,Treasure Island,"70411-1"
Trans-Light Blue,EV3 Expansion Set,"45560-1"
Trans-Light Blue,Service Station,"7993-1"
Trans-Light Blue,Lavertus' Twin Blade,"70129-1"
Trans-Light Blue,Williams F1 Racer,"8461-1"
Trans-Light Blue,Ambulance Plane,"60116-1"
Trans-Light Blue,Republic Frigate,"7964-1"
Trans-Light Blue,Airport Starter Set,"60100-1"
Trans-Light Blue,Creative Bricks,"10692-1"
Trans-Light Blue,Microlight,"2884-1"
Trans-Light Blue,City Advent Calendar 2016,"60133-1"
Trans-Light Blue,Siddeley Saves the Day,"6134-1"
Trans-Light Blue,Windsurfer & Van,"1791-1"
Trans-Light Blue,Fire Helicopter,"7206-1"
Trans-Light Blue,Swamp Jump,"70111-1"
Trans-Light Blue,Jedi Weapon Stand,SW911511-1
Trans-Light Blue,Worriz’s Combat Lair,"70009-1"
Trans-Light Blue,Photo Safari,"6156-1"
Trans-Light Blue,Dune Buggy Trailer,"60082-1"
Trans-Light Blue,Coast Guard Plane,"60015-1"
Trans-Light Blue,Advent Calendar 2005 Clikits (Day 10) Paper Clip,"7574-11"
Trans-Light Blue,Destructoid,"70726-1"
Trans-Light Blue,Chamber of Secrets,"4730-1"
Trans-Light Blue,Police Helicopter,"3658-1"
Trans-Light Blue,LEGO Express Deluxe,"4535-1"
Trans-Light Blue,Heartlake Hair Salon,"41093-1"
Trans-Light Blue,International Jetport,"6396-1"
Trans-Light Blue,Lennox' Lion Attack,"70002-1"
Trans-Light Blue,BULK Drill Machine,"44025-1"
Trans-Light Blue,Airjitzu Zane Flyer,"70742-1"
Trans-Light Blue,Marina Bay Sands,"21021-1"
Trans-Light Blue,Razcal's Glider,"70000-1"
Trans-Light Blue,Ice Tower,"70106-1"
Trans-Light Blue,Fire Cruiser,"4601-1"
Trans-Light Blue,Onua Uniter of Earth,"71309-1"
Trans-Light Blue,Palpatine’s Arrest,"9526-1"
Trans-Light Blue,Highway Patrol,"6522-1"
Trans-Light Blue,The Hydra Fortress Smash,"76041-1"
Trans-Light Blue,Fairground Mixer,"10244-1"
Trans-Light Blue,Exo Raider,"8381-1"
Trans-Light Blue,Heartlake Gift Delivery,"41310-1"
Trans-Light Blue,Amusement Park Space Ride,"41128-1"
Trans-Light Blue,Prisoner Transport,"7286-1"
Trans-Light Blue,Coca-Cola Vending Machine,"4465-1"
Trans-Light Blue,Eris' Eagle Interceptor,"70003-1"
Trans-Light Blue,Pop Star Tour Bus,"41106-1"
Trans-Light Blue,Medic's Station,"3312-1"
Trans-Light Blue,MUJI Basic Set,e1a1401-1
Trans-Light Blue,Prisoner Transporter,"60043-1"
Trans-Light Blue,Shredder’s Lair Rescue,"79122-1"
Trans-Light Blue,Space Utility Vehicle,"30315-1"
Trans-Light Blue,"Advent Calendar 2013, Star Wars (Day  5) - Twin-Pod Cloud Car","75023-6"
Trans-Light Blue,Super Cycle Center,"6426-1"
Trans-Light Blue,Party Train,"41111-1"
Trans-Light Blue,Bear in Ice Cave foil pack,FR561701-1
Trans-Light Blue,Shell Select Shop,"1254-1"
Trans-Light Blue,Antenna Pack for Dirt Crusher,"4287082-1"
Trans-Light Blue,Airport Building Set,"5933-1"
Trans-Light Blue,Police Dog Van,"4441-1"
Trans-Light Blue,Tremor Track Infiltration,"70161-1"
Trans-Light Blue,"Windscreens, Seats, Steering Wheel","5051-1"
Trans-Light Blue,Community Starter Set,"9389-1"
Trans-Light Blue,Heartlake Shopping Mall,"41058-1"
Trans-Light Blue,Spider-Man: Daily Bugle Showdown,"76005-1"
Trans-Light Blue,Starblaster Showdown,"76019-1"
Trans-Light Blue,Fire House-I,"6385-1"
Trans-Light Blue,Arctic Accessory Set,"5002136-1"
Trans-Light Blue,Street Extreme,"8186-1"
Trans-Light Blue,Scorching Blades,"70149-1"
Trans-Light Blue,Home One Mon Calamari Star Cruiser - Limited Edition,"7754-1"
Trans-Light Blue,Pickup Tow Truck,"60081-1"
Trans-Light Blue,Superman™ Fun Pack,"71236-1"
Trans-Light Blue,Milk Delivery Truck - Tine,"1029-1"
Trans-Light Blue,Mag Racer,"6648-1"
Trans-Light Blue,Nitro Dragsters,"6591-1"
Trans-Light Blue,Police Dog Unit,"7285-1"
Trans-Light Blue,Fire Response SUV,"4605-1"
Trans-Light Blue,Vulture Droid - Mini,"30055-1"
Trans-Light Blue,Yoda's Jedi Starfighter,"75168-1"
Trans-Light Blue,Midway Arcade™ Level Pack,"71235-1"
Trans-Light Blue,Mobile Police Unit,"60044-1"
Trans-Light Blue,Dolphin Point,"6414-1"
Trans-Light Blue,The Hulk Buster Smash,"76031-1"
Trans-Light Blue,Dressing Table,"561502-1"
Trans-Light Blue,Zane ZX,"9554-1"
Trans-Light Blue,Citadel of Orlan,"8780-1"
Trans-Light Blue,Tahu - Master of Fire,"70787-1"
Trans-Light Blue,Battle for Ninjago City,"70728-1"
Trans-Light Blue,Century Skyway,"6597-1"
Trans-Light Blue,Fire Truck,"6643-1"
Trans-Light Blue,Fireboat,"7906-1"
Trans-Light Blue,The Vampyre Castle,"9468-1"
Trans-Light Blue,Mountain Hut,"31025-1"
Trans-Light Blue,Rig Racers,"6424-1"
Trans-Light Blue,Super Sports Coverage,"3408-1"
Trans-Light Blue,Aquaman and Aqua Watercraft,"71237-1"
Trans-Light Blue,Diving Expedition Explorer,"6560-1"
Trans-Light Blue,Ravager Attack,"76079-1"
Trans-Light Blue,Surgeo,"41569-1"
Trans-Light Blue,LEGO® DIMENSIONS™ Jay Fun Pack,"71215-1"
Trans-Light Blue,Maverick Sprinter & Hot Arrow,"4594-1"
Trans-Light Blue,Lunk,"41510-1"
Trans-Light Blue,The Capture of Sophie Jones,"41182-1"
Trans-Light Blue,Helicopter,"2849-1"
Trans-Light Blue,Doors Windows and Roof Tiles,"9243-1"
Trans-Light Blue,Tough Truck Rally,"6617-1"
Trans-Light Blue,Helicopter Transporter,"60049-1"
Trans-Light Blue,Airport - ANA Version,"7894-2"
Trans-Light Blue,Hamster Play Time - Friends Magazine - Polish Edition,"18703535-1"
Trans-Light Blue,Backhoe Loader,"8455-1"
Trans-Light Blue,Shark Attack,"6599-1"
Trans-Light Blue,Maersk Line Container Lorry,"1831-1"
Trans-Light Blue,Anakin's and Sebulba's Podracers,"7962-1"
Trans-Light Blue,Cad Bane's Speeder,"8128-1"
Trans-Light Blue,Shell Station,"40195-1"
Trans-Light Blue,Slimer Fun Pack,"71241-1"
Trans-Light Blue,Death Star Final Duel,"75093-1"
Trans-Light Blue,Winter Wonder Palace,"7577-1"
Trans-Light Blue,Macaw's Fountain,"41044-1"
Trans-Light Blue,Fire Boat,"60109-1"
Trans-Light Blue,Aircraft and Ground Crew,"2718-1"
Trans-Light Blue,Santa Fe Cars - Set I (mail or baggage car),"10025-1"
Trans-Light Blue,Snorkel Squad,"6358-1"
Trans-Light Blue,Imperial Star Destroyer - UCS,"10030-1"
Trans-Light Blue,Pop Star TV Studio,"41117-1"
Trans-Light Blue,Mighty Micros: Iron Man vs. Thanos,"76072-1"
Trans-Light Blue,Creative Bucket,"10555-1"
Trans-Light Blue,Sprint Racer,"6503-1"
Trans-Light Blue,Clikits Bracelet Star,"3196-1"
Trans-Light Blue,Wild Animals Set,"9218-1"
Trans-Light Blue,Twin-Pod Cloud Car,"7119-1"
Trans-Light Blue,LEGO Classic Name Sign,"850798-1"
Trans-Light Blue,Spinner Battle Arena,"9456-1"
Trans-Light Blue,Forbidden Corridor,"4706-1"
Trans-Light Blue,Fire Response Unit,"60108-1"
Trans-Light Blue,"35th Anniversary Bucket","3760-1"
Trans-Light Blue,LEGO Friends Magazine Issue 'Friends on the beach' Polybag,FRNDSMAGBEACH-1
Trans-Light Blue,Ultra-Light,"1959-1"
Trans-Light Blue,Family House,"10686-1"
Trans-Light Blue,Metroliner,"10001-1"
Trans-Light Blue,Coastal Cutter,"6353-1"
Trans-Light Blue,Adventure Camp Tree House,"41122-1"
Trans-Light Blue,Sofia the First™ Royal Castle,"10595-1"
Trans-Light Blue,"4 × 4 Fire Truck","4208-1"
Trans-Light Blue,Rebel Roadster,"6538-1"
Trans-Light Blue,Head Tribune,"3309-1"
Trans-Light Blue,CHI Sir Fangar,"70212-1"
Trans-Light Blue,Helicopter and Limousine,"3222-1"
Trans-Light Blue,Turtle Lair,"10669-1"
Trans-Light Blue,Aircraft and Boat,"2769-1"
Trans-Light Blue,Naida's Epic Adventure Ship,"41073-1"
